class,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
2,0.313556588,0.827537976,0.989784896,0.833478687,0.830793737,0.699961865,0.72723399,0.352523842
2,0.155388091,0.038909847,0.739642808,0.065037208,0.932835491,0.247779102,0.874241597,0.242510886
2,0.277005143,0.615490663,0.182107563,0.502567911,0.097710695,0.242489297,0.941437821,0.781549576
2,0.134236945,0.065704701,0.801507711,0.21106576,0.716990149,0.766644272,0.777860487,0.395880747
2,0.934123075,0.472021812,0.257451634,0.750003096,0.719110397,0.164747396,0.749772928,0.977070026
2,0.652379857,0.671505328,0.520098512,0.44210355,0.719512975,0.36262698,0.318177665,0.237516307
2,0.052957103,0.298701941,0.780357543,0.992537434,0.970641346,0.237368134,0.119264704,0.34586781
2,0.083100238,0.537870141,0.506572856,0.414215253,0.619739468,0.576292205,0.831751686,0.515620562
2,0.527626969,0.672871787,0.359480437,0.501704626,0.544358533,0.512056891,0.386748841,0.976866019
2,0.066009347,0.348261679,0.519612169,0.707674791,0.921382649,0.130258977,0.753615384,0.894748159
2,0.262833944,0.910758175,0.503386398,0.983582446,0.623074996,0.98326917,0.443481455,0.966843187
2,0.998340186,0.584192588,0.003277232,0.630048657,0.609544544,0.661555836,0.63735659,0.328729316
2,0.746124659,0.906220204,0.730939614,0.472833293,0.327009865,0.908170314,0.736396555,0.058694405
2,0.963309559,0.302403653,0.645553126,0.128362392,0.58911837,0.859177521,0.291656855,0.582370402
2,0.027073485,0.806827708,0.391396007,0.355693453,0.813964598,0.082060053,0.91355004,0.510265528
2,0.454188242,0.021538729,0.937451198,0.171391816,0.584665813,0.421475391,0.122822986,0.942457381
